Path,Day_0,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30
Path_89,15.1671,15.2528,15.4344,16.0880,16.4622,16.2310,15.7896,15.3800,15.5620,15.4590,15.7833,15.5650,15.3464,15.2074,15.1617,14.8957,14.5573,15.1260,14.9385,16.0472,15.9103,16.1076,16.2430,16.8678,17.2110,17.1149,18.3801,18.1008,17.8474,18.2193,17.4422
Path_90,15.1671,15.5734,15.2123,14.9886,14.9886,15.2531,14.7542,14.8889,14.8889,15.2521,14.8897,14.6002,14.9124,14.9761,14.9513,14.8059,14.9801,14.8025,15.0413,15.0571,15.0029,15.1244,15.1244,15.4243,15.9123,16.4968,16.0786,16.2840,15.7154,15.4047,15.0684
Path_91,15.1671,14.8880,14.6373,14.5133,14.5133,14.8048,14.3113,13.9942,14.1680,14.1680,14.2872,14.1874,14.1434,13.9789,13.7057,13.2603,13.2603,12.9630,13.2917,14.2754,14.4727,14.3021,14.5894,14.5581,14.2227,14.6742,14.9392,15.1306,15.1986,14.9295,15.2195
Path_92,15.1671,15.3111,15.4356,15.4977,15.2125,15.1183,15.2902,15.0991,15.1548,15.0265,15.0265,14.7156,14.5997,15.5730,15.6504,14.8607,15.0969,15.1818,15.1818,15.2314,15.3698,15.3698,15.1780,14.7884,14.2629,14.2213,14.2808,14.0224,13.8507,14.0276,14.0950
Path_93,15.1671,15.0269,14.6361,14.6187,14.7351,14.4486,14.2078,14.2739,14.3959,14.6693,14.6020,14.2929,13.7337,13.5310,13.7570,14.0011,14.1678,14.1678,14.2225,14.3145,14.3314,13.9500,14.5265,14.7758,14.7053,15.2433,15.0036,14.9557,14.7268,14.6644,14.5394
Path_94,15.1671,15.1671,14.2019,14.5943,14.9722,15.4146,15.8481,16.0132,16.8814,16.3974,16.3069,16.5415,16.4267,16.5038,15.7763,15.8869,16.1758,15.9773,16.0447,15.8479,15.5525,15.2749,16.1031,16.4457,16.4457,16.8619,16.5661,16.5661,16.4251,16.4766,16.8973
Path_95,15.1671,14.9304,15.1856,15.3351,15.9193,16.0598,16.3403,16.9787,16.1219,16.4281,15.3899,15.4517,15.5131,15.6005,15.0516,15.1216,15.6655,15.8655,15.7226,16.2218,16.2218,16.2218,16.2218,16.2218,16.2218,16.1877,16.5197,16.5872,17.8151,17.6588,17.3795
Path_96,15.1671,15.3465,15.2298,15.5899,15.8454,15.8009,15.9340,15.5201,15.1926,15.1470,15.6220,15.4236,15.4864,15.1885,15.1728,15.1236,15.1625,16.2682,16.2181,16.5785,16.7299,17.1652,18.4507,18.4250,18.4996,18.5429,19.9156,19.1577,19.3471,18.7744,19.0847
Path_97,15.1671,15.3079,15.3079,15.3316,15.2892,14.5611,14.1078,14.1913,14.3930,14.5693,14.3611,14.1921,13.7736,13.7523,14.0250,14.1013,14.0584,14.3122,14.1621,14.1621,13.8474,14.0429,14.2982,13.7884,13.7490,13.7986,13.8164,13.6363,13.3215,13.5713,13.7528
Path_98,15.1671,15.2899,15.1492,15.0288,15.0079,15.4162,15.2562,15.2562,15.3481,15.4840,15.4395,15.2449,15.2449,14.5821,15.0525,14.8902,14.4765,14.7205,14.7205,15.2237,15.1626,15.0222,15.0222,15.0222,14.2580,13.9520,14.3455,14.4689,14.4169,13.4976,13.6564
Path_99,15.1671,15.0741,16.1753,16.5377,16.5377,16.0907,15.0413,14.9974,15.2017,15.1841,14.5601,14.9019,14.6949,14.4018,13.8239,13.7694,14.3015,14.4660,14.6572,14.6316,14.5916,14.4882,13.5582,13.4291,12.9494,13.1592,13.2453,13.1534,13.1534,13.1534,13.1168
Path_100,15.1671,15.4978,15.3217,15.1394,15.1394,14.9562,14.9562,14.9060,15.5853,15.3652,15.5878,15.4368,15.4368,15.3859,15.5676,15.2649,15.0949,15.0309,14.7673,14.9489,14.9489,14.9957,15.1780,15.1955,15.1955,14.7457,14.9989,14.8149,14.3434,14.1888,14.1469
